DP03_0062E,state,zip code tabulation area,,,,,
81375,32,89436,,,,,
77619,32,89440,,,,,
40320,32,89447,,,,,
81375,32,89451,,,,,
80104,32,89007,,,,,
24939,32,89008,,,,,
68866,32,89012,,,,,
74904,32,89017,,,,,
29569,32,89022,,,,,
37750,32,89109,,,,,
48464,32,89110,,,,,
70758,32,89113,,,,,
64562,32,89134,,,,,
26917,32,89039,,,,,
55250,32,89310,,,,,
56288,32,89418,,,,,
54318,32,89509,,,,,
24600,32,89833,,,,,
59722,32,89005,,,,,
46695,32,89107,,,,,
68350,32,89129,,,,,
81272,32,89002,,,,,
NA,32,89026,,,,,
73371,32,89044,,,,,
76750,32,89045,,,,,
50846,32,89054,,,,,
39211,32,89060,,,,,
44722,32,89061,,,,,
69882,32,89074,,,,,
66938,32,89081,,,,,
75482,32,89084,,,,,
81518,32,89085,,,,,
53149,32,89086,,,,,
98238,32,89138,,,,,
73426,6,94553,,,,,
71213,6,94602,,,,,
52934,6,94608,,,,,
47049,6,94609,,,,,
29955,6,94922,,,,,
64670,6,94931,,,,,
128125,6,94946,,,,,
2499,6,94950,,,,,
87604,6,94973,,,,,
108791,6,94555,,,,,
57599,6,94571,,,,,
71250,6,94576,,,,,
76019,6,94591,,,,,
61209,6,94595,,,,,
79181,6,94596,,,,,
117229,6,94598,,,,,
37985,6,94606,,,,,
71656,6,94610,,,,,
113523,6,94618,,,,,
52000,6,94703,,,,,
90645,6,94705,,,,,
52798,6,94937,,,,,
35156,6,94940,,,,,
92781,6,94965,,,,,
69783,6,94558,,,,,
80042,6,94564,,,,,
78609,6,94015,,,,,
240833,6,94027,,,,,
104219,6,94038,,,,,
85724,6,94041,,,,,
41779,6,92066,,,,,
96932,6,92091,,,,,
58292,6,92103,,,,,
28437,6,92113,,,,,
51117,6,92116,,,,,
93777,6,92118,,,,,
76250,6,92060,,,,,
84893,6,92075,,,,,
48118,6,92083,,,,,
52293,6,92084,,,,,
46888,6,92104,,,,,
50811,6,92325,,,,,
36250,6,92333,,,,,
84492,6,92336,,,,,
36822,6,92365,,,,,
22188,6,92389,,,,,
53718,6,92398,,,,,
91777,6,92606,,,,,
52289,6,92802,,,,,
49694,6,92501,,,,,
97132,6,92508,,,,,
69438,6,92518,,,,,
80048,6,92705,,,,,
97460,6,92883,,,,,
50401,6,92536,,,,,
60901,6,92557,,,,,
51870,6,92571,,,,,
58765,6,92582,,,,,
73422,6,92584,,,,,
54105,6,93927,,,,,
83512,6,93035,,,,,
43533,6,93067,,,,,
30204,6,93203,,,,,
54225,6,93060,,,,,
93898,6,93065,,,,,
97163,6,93066,,,,,
73673,6,93105,,,,,
9604,6,93208,,,,,
37132,6,93215,,,,,
25293,6,93219,,,,,
55330,6,93225,,,,,
48232,6,93210,,,,,
60753,6,93243,,,,,
35698,6,93250,,,,,
39291,6,93257,,,,,
NA,6,93262,,,,,
33209,6,93615,,,,,
37104,6,93620,,,,,
31294,6,93622,,,,,
74327,6,93645,,,,,
27072,6,93650,,,,,
10774,6,93512,,,,,
36446,6,93516,,,,,
55539,6,93523,,,,,
52667,6,93527,,,,,
106875,6,93531,,,,,
36323,6,93534,,,,,
57202,6,93553,,,,,
27778,6,93554,,,,,
30625,6,93666,,,,,
44779,6,93675,,,,,
20718,6,93721,,,,,
56594,6,93722,,,,,
51035,6,93901,,,,,
52250,6,93920,,,,,
70211,6,93950,,,,,
37794,6,93239,,,,,
34248,6,93241,,,,,
37292,6,93255,,,,,
27383,6,93256,,,,,
40117,6,93280,,,,,
33787,6,93301,,,,,
56139,6,93437,,,,,
36984,6,93445,,,,,
52850,6,93442,,,,,
62470,6,93444,,,,,
42885,6,93453,,,,,
68654,6,93463,,,,,
56470,6,93514,,,,,
25570,6,93529,,,,,
49865,6,93541,,,,,
44620,6,93549,,,,,
32311,6,93562,,,,,
42111,6,93268,,,,,
63802,6,93271,,,,,
38125,6,93954,,,,,
58243,6,93955,,,,,
54263,6,93960,,,,,
38438,40,73069,,,,,
50556,40,73079,,,,,
40936,40,73086,,,,,
39728,40,73092,,,,,
83094,40,73097,,,,,
63071,40,73116,,,,,
26814,40,73129,,,,,
59570,40,73130,,,,,
72535,40,73150,,,,,
102692,40,73173,,,,,
77201,40,73179,,,,,
36823,40,73459,,,,,
48170,40,73505,,,,,
47917,40,73540,,,,,
29271,40,73542,,,,,
36477,40,73546,,,,,
41765,40,73548,,,,,
62083,40,73553,,,,,
27000,40,73560,,,,,
36667,40,73562,,,,,
29125,40,73568,,,,,
51696,40,73628,,,,,
39688,40,73632,,,,,
36750,40,73646,,,,,
50926,40,73055,,,,,
90072,40,73078,,,,,
32500,40,73946,,,,,
84501,40,73012,,,,,
NA,40,73019,,,,,
111389,40,73025,,,,,
NA,40,73705,,,,,
45694,40,73841,,,,,
51552,40,74041,,,,,
33294,40,74048,,,,,
28529,40,74050,,,,,
31188,40,74052,,,,,
30769,40,74054,,,,,
57917,40,74071,,,,,
29038,40,74723,,,,,
37353,40,74724,,,,,
27336,40,74733,,,,,
29440,40,74740,,,,,
26778,40,74743,,,,,
NA,40,74755,,,,,
35701,40,74801,,,,,
39816,40,74820,,,,,
40104,40,74856,,,,,
52276,40,74857,,,,,
25656,40,74884,,,,,
24900,40,74901,,,,,
26173,40,74941,,,,,
37898,40,74948,,,,,
43701,40,74953,,,,,
36976,40,74955,,,,,
38097,40,74959,,,,,
28780,40,74960,,,,,
24984,40,74523,,,,,
37893,40,74547,,,,,
34922,40,74553,,,,,
31632,48,77831,,,,,
22557,48,77837,,,,,
18969,48,77840,,,,,
43224,48,77969,,,,,
32031,48,77990,,,,,
31725,48,77016,,,,,
56342,48,77018,,,,,
31037,48,77029,,,,,
63892,48,77044,,,,,
32500,48,77048,,,,,
23147,48,77051,,,,,
39561,48,77054,,,,,
131456,48,77059,,,,,
87288,48,77062,,,,,
61204,48,77066,,,,,
48901,48,77075,,,,,
33995,48,77078,,,,,
51278,48,77085,,,,,
31553,48,77950,,,,,
45125,48,77957,,,,,
52721,48,77975,,,,,
45284,48,77979,,,,,
44709,48,77988,,,,,
73444,48,77482,,,,,
60544,48,77484,,,,,
56250,48,77486,,,,,
33394,48,77506,,,,,
39746,48,77518,,,,,
42906,48,77520,,,,,
63005,48,77532,,,,,
48359,48,77533,,,,,
40324,48,77541,,,,,
12404,48,77561,,,,,
75322,48,77565,,,,,
50717,48,77577,,,,,
85746,48,77586,,,,,
45773,48,77598,,,,,
50781,48,77612,,,,,
52494,48,77619,,,,,
66776,48,77002,,,,,
28510,48,77091,,,,,
106052,48,77024,,,,,
28450,48,77036,,,,,
79185,48,77046,,,,,
53695,48,77049,,,,,
33904,48,77061,,,,,
50017,48,77073,,,,,
32243,48,77076,,,,,
92460,48,77079,,,,,
36453,48,77080,,,,,
39613,48,77087,,,,,
35647,48,77092,,,,,
92815,48,77095,,,,,
69655,48,77448,,,,,
50172,48,77455,,,,,
38977,48,77470,,,,,
55147,48,77477,,,,,
93652,48,77478,,,,,
36875,48,77564,,,,,
62986,48,77904,,,,,
47127,48,77951,,,,,
44665,48,77954,,,,,
NA,48,77973,,,,,
41971,48,77983,,,,,
57517,48,77083,,,,,
54167,48,77367,,,,,
75396,48,77354,,,,,
60837,48,77358,,,,,
47130,48,77363,,,,,
35436,48,77369,,,,,
68669,48,77380,,,,,
136000,48,77401,,,,,
14036,48,77412,,,,,
68578,48,77430,,,,,
92150,48,77433,,,,,
60484,48,77442,,,,,
32083,48,77457,,,,,
41528,48,77458,,,,,
60888,48,77461,,,,,
17763,48,77467,,,,,
42532,48,77471,,,,,
157721,48,77483,,,,,
41691,48,77504,,,,,
69244,48,77545,,,,,
76707,48,77566,,,,,
50659,48,77575,,,,,
91223,48,77578,,,,,
61073,48,77611,,,,,
36034,48,77617,,,,,
69167,48,77622,,,,,
54875,48,77655,,,,,
47968,48,77338,,,,,
75176,48,77339,,,,,
65327,48,77362,,,,,
47301,48,77364,,,,,
58242,48,77365,,,,,
38359,48,77371,,,,,
98100,48,77429,,,,,
50263,48,77444,,,,,
48910,48,77454,,,,,
18043,48,77468,,,,,
4327,48,77473,,,,,
28309,48,77475,,,,,
60103,48,77489,,,,,
NA,48,77507,,,,,
53940,48,77511,,,,,
80865,48,77517,,,,,
53613,48,77535,,,,,
60515,48,77539,,,,,
39559,48,77551,,,,,
65169,48,77554,,,,,
39258,48,77560,,,,,
52139,48,77562,,,,,
44589,48,77590,,,,,
38393,48,77660,,,,,
66275,48,77713,,,,,
38281,48,77807,,,,,
41694,48,77835,,,,,
121765,48,78730,,,,,
119516,48,78733,,,,,
37521,48,78751,,,,,
19875,48,78828,,,,,
36208,48,78572,,,,,
27629,48,78582,,,,,
19107,48,78592,,,,,
52975,48,78597,,,,,
40380,48,78609,,,,,
82702,48,78610,,,,,
60625,48,78612,,,,,
49102,48,78616,,,,,
35750,48,78879,,,,,
71250,48,78886,,,,,
52989,48,78940,,,,,
85313,48,78669,,,,,
63484,48,78701,,,,,
74857,48,78735,,,,,
33173,48,78752,,,,,
42194,48,78758,,,,,
34787,48,78801,,,,,
45114,48,78850,,,,,
27442,48,78873,,,,,
40027,48,78942,,,,,
45859,48,78956,,,,,
64507,48,78005,,,,,
55509,48,78013,,,,,
31605,48,78201,,,,,
22584,48,78202,,,,,
31770,48,78211,,,,,
54611,48,78230,,,,,
29064,48,78520,,,,,
18723,48,78401,,,,,
21735,48,78407,,,,,
31642,48,78516,,,,,
16034,48,78549,,,,,
38330,48,78552,,,,,
27750,48,78558,,,,,
28759,48,78559,,,,,
63167,48,78161,,,,,
23267,48,78203,,,,,
33124,48,78210,,,,,
38334,48,78213,,,,,
44349,48,78222,,,,,
58512,48,78234,,,,,
59260,48,78250,,,,,
107262,48,78257,,,,,
NA,48,78338,,,,,
40156,48,78343,,,,,
21297,48,78355,,,,,
38894,48,78380,,,,,
48611,48,78390,,,,,
30500,48,78402,,,,,
25769,48,78405,,,,,
42422,48,78411,,,,,
53478,48,78418,,,,,
27701,48,78576,,,,,
32500,48,78578,,,,,
32878,48,78586,,,,,
59399,50,5262,,,,,
58750,50,5340,,,,,
58185,50,5345,,,,,
74443,50,5452,,,,,
87917,50,5362,,,,,
63368,50,5403,,,,,
56761,50,5448,,,,,
72377,50,5477,,,,,
62778,50,5483,,,,,
72675,50,5495,,,,,
59286,50,5442,,,,,
47188,50,5730,,,,,
53768,50,5736,,,,,
66250,50,5737,,,,,
64050,50,5738,,,,,
55781,50,5742,,,,,
45385,50,5767,,,,,
33929,50,5820,,,,,
27250,50,5827,,,,,
39063,50,5867,,,,,
65656,50,5444,,,,,
66090,50,5456,,,,,
51316,50,5457,,,,,
77841,50,5461,,,,,
64000,50,5486,,,,,
55020,50,5488,,,,,
60227,50,5651,,,,,
53750,50,5652,,,,,
46384,50,5654,,,,,
53467,50,5667,,,,,
59526,50,5676,,,,,
69286,50,5677,,,,,
63047,50,5678,,,,,
48574,50,5743,,,,,
35313,50,5748,,,,,
54875,50,5778,,,,,
36250,50,5825,,,,,
40125,50,5833,,,,,
37120,50,5857,,,,,
36650,50,5872,,,,,
54306,50,5873,,,,,
62292,50,5902,,,,,
52813,50,5052,,,,,
53424,50,5089,,,,,
57944,50,5151,,,,,
56964,50,5346,,,,,
40819,50,5355,,,,,
43309,50,5356,,,,,
57697,50,5363,,,,,
40926,50,5440,,,,,
48542,50,5360,,,,,
45179,50,5042,,,,,
48750,50,5841,,,,,
113250,50,5031,,,,,
53846,50,5077,,,,,
56579,50,5341,,,,,
63750,50,5751,,,,,
44565,50,5757,,,,,
27778,50,5846,,,,,
42424,42,15563,,,,,
28859,42,15624,,,,,
60329,42,15647,,,,,
34631,42,15671,,,,,
56250,42,15676,,,,,
33542,42,15678,,,,,
52608,42,15687,,,,,
38194,42,15710,,,,,
39167,42,15713,,,,,
50000,42,15730,,,,,
16667,42,15733,,,,,
59891,42,15765,,,,,
35597,42,15401,,,,,
27424,42,15410,,,,,
35795,42,15412,,,,,
32311,42,15413,,,,,
33250,42,15417,,,,,
23869,42,15420,,,,,
43803,42,15618,,,,,
46384,42,15010,,,,,
57113,42,15017,,,,,
47250,42,15020,,,,,
45897,42,15025,,,,,
30334,42,15033,,,,,
63781,42,15071,,,,,
34141,42,15458,,,,,
42083,42,15411,,,,,
40000,42,15437,,,,,
NA,42,15447,,,,,
32880,42,15459,,,,,
29382,42,15461,,,,,
41750,42,15464,,,,,
33333,42,15532,,,,,
39281,42,15535,,,,,
73438,42,15544,,,,,
37589,42,15545,,,,,
51750,42,15560,,,,,
51250,42,15562,,,,,
48800,42,15613,,,,,
41094,42,15639,,,,,
17114,42,15006,,,,,
45901,42,15012,,,,,
44016,42,15019,,,,,
55516,42,15024,,,,,
91340,42,15044,,,,,
55329,42,15046,,,,,
54286,42,15050,,,,,
43929,42,15081,,,,,
17830,42,15219,,,,,
35530,42,15145,,,,,
59111,42,15146,,,,,
34967,42,15212,,,,,
57988,42,15220,,,,,
70861,42,15228,,,,,
33958,42,15331,,,,,
39760,42,15345,,,,,
24300,42,15351,,,,,
56595,42,15928,,,,,
50426,42,15942,,,,,
41381,36,13642,,,,,
45958,36,13654,,,,,
54971,36,13656,,,,,
42386,36,13659,,,,,
44038,36,13660,,,,,
40122,36,13669,,,,,
65714,36,13682,,,,,
37418,36,13697,,,,,
55078,36,13118,,,,,
56393,36,13120,,,,,
50663,36,13131,,,,,
30208,36,13614,,,,,
49872,36,13624,,,,,
46369,36,13625,,,,,
54769,36,13626,,,,,
59505,36,13037,,,,,
47955,36,13044,,,,,
63326,36,13053,,,,,
66250,36,13846,,,,,
63724,36,13850,,,,,
51424,36,13861,,,,,
47850,36,13862,,,,,
32788,36,13155,,,,,
87113,36,13078,,,,,
42917,36,13639,,,,,
40855,36,13756,,,,,
49762,36,13042,,,,,
52221,36,13135,,,,,
45168,36,13327,,,,,
62149,36,13413,,,,,
40968,36,13502,,,,,
64375,36,13342,,,,,
45806,36,13619,,,,,
40655,36,13730,,,,,
55694,36,13476,,,,,
49861,36,13615,,,,,
49519,36,13679,,,,,
50179,36,13812,,,,,
49553,36,13440,,,,,
53174,36,13308,,,,,
50536,36,13460,,,,,
45481,36,13807,,,,,
46217,36,13808,,,,,
42762,36,13069,,,,,
58571,36,13674,,,,,
32500,36,13677,,,,,
13485,36,13678,,,,,
75208,36,13692,,,,,
65833,36,13695,,,,,
NA,36,13696,,,,,
39018,36,13751,,,,,
22375,36,13784,,,,,
55357,36,13794,,,,,
56364,36,13806,,,,,
NA,36,13826,,,,,
NA,36,13845,,,,,
31000,36,13847,,,,,
58875,36,13860,,,,,
NA,36,13902,,,,,
41294,36,12304,,,,,
38895,36,12308,,,,,
71289,36,12440,,,,,
57000,36,12460,,,,,
52212,36,12481,,,,,
31335,36,12482,,,,,
61509,36,12491,,,,,
32321,36,12517,,,,,
92871,36,12563,,,,,
77866,36,12564,,,,,
65862,36,12581,,,,,
75282,36,12590,,,,,
29489,36,12742,,,,,
45288,36,12776,,,,,
67895,36,12786,,,,,
50491,36,12790,,,,,
43790,36,12801,,,,,
48864,36,12816,,,,,
45441,36,12828,,,,,
28393,36,12305,,,,,
27679,36,12406,,,,,
72727,36,12421,,,,,
41844,36,12428,,,,,
58149,36,12446,,,,,
45388,36,12472,,,,,
74450,36,12473,,,,,
30278,36,12495,,,,,
NA,36,12507,,,,,
64911,36,12538,,,,,
85060,36,12547,,,,,
70679,36,12553,,,,,
63194,36,12567,,,,,
89865,36,12570,,,,,
54563,36,12721,,,,,
56838,36,12723,,,,,
85577,36,12724,,,,,
19365,36,12734,,,,,
45357,36,12743,,,,,
65644,36,12749,,,,,
44765,36,12771,,,,,
43750,36,12780,,,,,
78333,36,12785,,,,,
42727,36,12792,,,,,
63182,36,12812,,,,,
14519,36,12823,,,,,
46684,36,12832,,,,,
50542,36,12835,,,,,
71542,36,12850,,,,,
39167,36,12853,,,,,
46458,36,12855,,,,,
44659,36,12870,,,,,
94464,36,12874,,,,,
32031,36,12914,,,,,
38438,36,12916,,,,,
48083,36,12917,,,,,
44405,36,12937,,,,,
51102,36,12946,,,,,
36324,36,12950,,,,,
58942,36,12985,,,,,
41071,5,72347,,,,,
27917,5,72348,,,,,
38750,5,72350,,,,,
NA,5,72377,,,,,
25833,5,72384,,,,,
34072,5,72401,,,,,
55500,5,72414,,,,,
41190,5,72416,,,,,
26667,5,72427,,,,,
37347,5,72126,,,,,
31328,5,72123,,,,,
36147,5,72131,,,,,
36989,5,72166,,,,,
34231,5,72167,,,,,
62032,5,72207,,,,,
60251,5,72211,,,,,
80394,5,72223,,,,,
29066,5,72301,,,,,
38571,5,72429,,,,,
25938,5,72441,,,,,
35726,5,72442,,,,,
39091,5,72443,,,,,
44688,5,72447,,,,,
29167,5,72457,,,,,
24803,5,72470,,,,,
30417,5,72471,,,,,
22125,5,72536,,,,,
31350,5,72556,,,,,
46696,5,72566,,,,,
29464,5,72569,,,,,
37708,5,72571,,,,,
26923,5,72572,,,,,
38500,5,72573,,,,,
39474,5,72577,,,,,
42241,5,72624,,,,,
26344,5,72641,,,,,
32388,5,72650,,,,,
30542,5,72658,,,,,
41042,5,72660,,,,,
31324,5,72669,,,,,
23750,5,72677,,,,,
64623,5,72714,,,,,
59306,5,72718,,,,,
45060,5,72727,,,,,
41839,5,72756,,,,,
41923,5,72774,,,,,
30197,5,72333,,,,,
74018,5,72338,,,,,
28824,5,72366,,,,,
18512,5,72379,,,,,
17014,5,72389,,,,,
28529,5,72392,,,,,
31944,5,72425,,,,,
30227,5,72430,,,,,
34300,5,72438,,,,,
31974,5,72458,,,,,
26607,5,72460,,,,,
15625,5,72464,,,,,
30813,5,72473,,,,,
64276,50,5464,,,,,
89304,50,5465,,,,,
66364,50,5472,,,,,
56000,50,5487,,,,,
87037,50,5489,,,,,
55570,50,5491,,,,,
59757,50,5602,,,,,
63750,50,5070,,,,,
62500,50,5053,,,,,
54464,50,5058,,,,,
53816,50,5059,,,,,
45227,50,5072,,,,,
41184,50,5101,,,,,
45469,50,5146,,,,,
42337,50,5150,,,,,
41058,50,5152,,,,,
128750,50,5254,,,,,
47442,50,5255,,,,,
70714,50,5458,,,,,
38750,50,5471,,,,,
66389,50,5473,,,,,
65670,50,5474,,,,,
83079,50,5482,,,,,
79514,50,5494,,,,,
43750,50,5647,,,,,
60313,50,5657,,,,,
55673,50,5658,,,,,
72813,50,5660,,,,,
58146,50,5661,,,,,
47679,50,5680,,,,,
62708,50,5154,,,,,
53750,50,5161,,,,,
40157,50,5201,,,,,
61500,50,5252,,,,,
41417,50,5253,,,,,
44750,50,5257,,,,,
53021,50,5343,,,,,
47500,50,5492,,,,,
55417,50,5640,,,,,
62841,50,5443,,,,,
55200,50,5478,,,,,
36250,50,5669,,,,,
56429,50,5675,,,,,
50880,50,5679,,,,,
45784,50,5733,,,,,
53269,50,5760,,,,,
59000,50,5761,,,,,
57120,50,5765,,,,,
45781,50,5774,,,,,
39115,50,5819,,,,,
43372,50,5822,,,,,
50987,50,5828,,,,,
41979,50,5845,,,,,
38137,50,5855,,,,,
33438,50,5858,,,,,
40568,50,5859,,,,,
43000,50,5866,,,,,
39821,50,5905,,,,,
51822,50,5001,,,,,
16044,72,715,,,,,
14096,72,717,,,,,
17185,72,767,,,,,
14437,72,603,,,,,
11871,72,622,,,,,
12560,72,647,,,,,
16821,72,664,,,,,
14827,72,667,,,,,
17199,72,690,,,,,
14625,72,698,,,,,
18689,72,728,,,,,
22828,72,729,,,,,
12465,72,751,,,,,
16458,72,769,,,,,
16225,72,795,,,,,
14237,72,925,,,,,
38605,72,979,,,,,
26186,72,983,,,,,
14475,72,624,,,,,
14997,72,656,,,,,
19548,72,660,,,,,
13631,72,662,,,,,
16964,72,674,,,,,
15276,72,683,,,,,
15996,72,718,,,,,
19925,72,921,,,,,
15924,72,772,,,,,
7160,72,913,,,,,
16510,72,923,,,,,
24420,72,949,,,,,
49777,72,969,,,,,
25585,72,985,,,,,
14947,72,602,,,,,
13483,72,676,,,,,
14447,72,682,,,,,
12483,72,704,,,,,
15190,72,707,,,,,
16723,72,765,,,,,
15791,72,730,,,,,
21027,72,738,,,,,
17809,72,754,,,,,
13157,72,782,,,,,
19595,72,791,,,,,
14947,72,794,,,,,
30563,72,907,,,,,
15347,72,909,,,,,
16136,72,912,,,,,
30633,72,918,,,,,
34843,72,927,,,,,
26851,72,953,,,,,
23040,72,956,,,,,
22996,72,957,,,,,
17899,72,612,,,,,
16163,72,623,,,,,
13875,72,652,,,,,
16773,72,677,,,,,
17267,72,692,,,,,
13230,72,678,,,,,
13100,72,685,,,,,
86579,2,99775,,,,,
21392,53,99201,,,,,
31250,2,99825,,,,,
51424,2,99827,,,,,
50286,2,99929,,,,,
41689,53,99344,,,,,
47786,53,99347,,,,,
51632,53,99350,,,,,
44893,53,99004,,,,,
64280,53,99022,,,,,
65386,53,99037,,,,,
32241,53,99109,,,,,
69798,2,99835,,,,,
73000,2,99840,,,,,
54271,2,99921,,,,,
72500,2,99631,,,,,
66667,2,99546,,,,,
46563,53,99356,,,,,
NA,53,99363,,,,,
86934,2,99515,,,,,
96071,2,99547,,,,,
14643,2,99558,,,,,
22500,2,99566,,,,,
35227,2,99568,,,,,
78813,2,99574,,,,,
97583,2,99577,,,,,
67625,2,99615,,,,,
89167,2,99633,,,,,
50179,2,99643,,,,,
31429,2,99655,,,,,
50833,2,99666,,,,,
34299,2,99676,,,,,
19821,2,99720,,,,,
42188,2,99727,,,,,
44105,6,95988,,,,,
62286,6,95631,,,,,
86995,6,95638,,,,,
68375,6,95640,,,,,
62782,6,95658,,,,,
54460,6,95666,,,,,
67813,6,95681,,,,,
39750,6,95686,,,,,
59038,6,95690,,,,,
93258,6,95693,,,,,
57733,6,95695,,,,,
63990,6,95709,,,,,
57753,6,95726,,,,,
39211,6,95728,,,,,
48156,6,95816,,,,,
73843,6,95829,,,,,
55486,6,95833,,,,,
83862,6,95835,,,,,
83245,6,95864,,,,,
47446,6,95914,,,,,
29792,6,95923,,,,,
35234,6,95934,,,,,
2499,6,95936,,,,,
64043,6,95949,,,,,
44260,6,95963,,,,,
23722,54,26505,,,,,
30147,54,26534,,,,,
49840,54,26547,,,,,
36563,54,26575,,,,,
39054,54,26582,,,,,
45074,54,26610,,,,,
40417,54,26615,,,,,
50625,54,26617,,,,,
35074,54,26691,,,,,
31950,54,26763,,,,,
33750,54,26812,,,,,
24667,54,26815,,,,,
38026,54,26845,,,,,
32751,54,26301,,,,,
46852,54,26369,,,,,
39063,54,26386,,,,,
29375,54,26410,,,,,
17344,54,26421,,,,,
37621,54,26444,,,,,
43750,54,26451,,,,,
30733,54,26456,,,,,
58216,54,26508,,,,,
45288,54,26542,,,,,
14279,54,26543,,,,,
59706,54,26568,,,,,
33125,54,26571,,,,,
15100,54,26572,,,,,
16574,54,26761,,,,,
39401,54,26764,,,,,
26500,54,26817,,,,,
20642,54,26865,,,,,
17969,54,26636,,,,,
31842,54,26638,,,,,
58750,54,26660,,,,,
9200,54,26720,,,,,
25385,54,26755,,,,,
32679,54,26802,,,,,
33805,54,26847,,,,,
49896,54,26055,,,,,
46372,54,26133,,,,,
21349,54,26137,,,,,
38654,54,26142,,,,,
25644,54,26147,,,,,
40000,54,26175,,,,,
44539,54,26202,,,,,
82208,42,17007,,,,,
52685,42,17013,,,,,
61033,42,17018,,,,,
53589,42,17023,,,,,
61362,42,17026,,,,,
53571,42,17037,,,,,
53056,42,17045,,,,,
34797,42,17066,,,,,
63411,42,17070,,,,,
NA,42,17077,,,,,
48162,42,17229,,,,,
50145,42,17235,,,,,
53336,42,17241,,,,,
41667,42,17264,,,,,
30640,37,28160,,,,,
51495,37,28164,,,,,
46947,37,28617,,,,,
41360,37,28636,,,,,
29811,37,28637,,,,,
32177,37,28651,,,,,
32347,37,28170,,,,,
53182,37,28210,,,,,
46544,37,28262,,,,,
47589,37,28204,,,,,
29634,37,28208,,,,,
67836,37,28226,,,,,
43343,37,28304,,,,,
48876,37,28306,,,,,
50766,37,28327,,,,,
37612,37,28334,,,,,
28460,37,28337,,,,,
28169,37,28343,,,,,
41328,37,28363,,,,,
66677,37,28374,,,,,
49201,37,28376,,,,,
34583,37,28393,,,,,
22426,37,28396,,,,,
48658,37,28412,,,,,
32536,37,28453,,,,,
50167,37,28469,,,,,
40382,37,28658,,,,,
NA,37,28662,,,,,
51480,37,28668,,,,,
40682,37,28676,,,,,
32806,37,28705,,,,,
24457,37,28723,,,,,
32462,37,28740,,,,,
33430,37,28743,,,,,
NA,37,28749,,,,,
45556,37,28757,,,,,
39671,37,28761,,,,,
32416,37,28771,,,,,
35694,37,28772,,,,,
46266,37,28773,,,,,
45337,37,28782,,,,,
40226,37,28789,,,,,
46563,37,28790,,,,,
56351,37,28791,,,,,
49392,37,28804,,,,,
49038,42,17244,,,,,
NA,42,17254,,,,,
43155,42,17255,,,,,
46819,42,17257,,,,,
42941,42,17262,,,,,
56291,42,17304,,,,,
46198,42,17307,,,,,
43889,42,17317,,,,,
57325,42,17325,,,,,
44410,42,17344,,,,,
53446,42,17345,,,,,
66250,42,17352,,,,,
39194,42,17004,,,,,
37708,42,17080,,,,,
34344,37,27325,,,,,
41872,37,27344,,,,,
39208,37,27355,,,,,
39916,37,27360,,,,,
61656,37,27377,,,,,
27418,37,27401,,,,,
30299,37,27405,,,,,
63703,37,27410,,,,,
37362,37,27505,,,,,
68714,37,27511,,,,,
64041,37,27545,,,,,
39719,37,27549,,,,,
24844,37,27555,,,,,
29323,37,27568,,,,,
30130,37,27573,,,,,
34780,37,27576,,,,,
41587,37,27582,,,,,
51984,37,27603,,,,,
49675,37,27604,,,,,
50057,37,27605,,,,,
34063,37,27938,,,,,
38958,37,27943,,,,,
51762,37,27948,,,,,
42472,37,27019,,,,,
41837,37,27055,,,,,
41834,37,27107,,,,,
48750,37,27207,,,,,
53092,37,27979,,,,,
46383,37,27013,,,,,
42833,37,27021,,,,,
39602,37,27025,,,,,
42389,37,27239,,,,,
61201,37,27243,,,,,
44312,37,27253,,,,,
40235,37,27262,,,,,
57187,37,27284,,,,,
36085,37,27292,,,,,
38174,37,27316,,,,,
41178,37,27317,,,,,
43417,37,27341,,,,,
44091,37,27349,,,,,
37982,37,27371,,,,,
72917,37,27516,,,,,
40691,37,27524,,,,,
59163,37,27529,,,,,
30168,42,18617,,,,,
44188,42,18635,,,,,
41828,42,18641,,,,,
45457,42,18344,,,,,
39625,42,18351,,,,,
28036,42,18356,,,,,
39100,42,18407,,,,,
16875,42,18420,,,,,
42005,42,18425,,,,,
47190,42,18433,,,,,
57105,42,18360,,,,,
54263,42,18372,,,,,
48441,42,18403,,,,,
66250,42,18413,,,,,
25758,13,31801,,,,,
45667,13,31814,,,,,
31667,13,31011,,,,,
33122,13,31015,,,,,
38245,13,31021,,,,,
38025,13,31036,,,,,
57337,13,31038,,,,,
47785,13,31058,,,,,
21917,13,31065,,,,,
40833,13,31067,,,,,
52188,13,31094,,,,,
24479,13,31775,,,,,
31528,13,31789,,,,,
45438,13,31790,,,,,
48139,13,31798,,,,,
44676,13,31822,,,,,
69982,13,31005,,,,,
40400,13,31012,,,,,
35652,13,31014,,,,,
43315,13,31017,,,,,
33863,13,31027,,,,,
39792,13,31035,,,,,
76338,13,31046,,,,,
52870,13,31050,,,,,
36459,13,31061,,,,,
24116,13,31087,,,,,
36650,13,31068,,,,,
63116,13,31550,,,,,
39942,13,31602,,,,,
35776,13,31624,,,,,
27353,13,31630,,,,,
38158,13,31635,,,,,
35500,13,31066,,,,,
50759,13,31075,,,,,
27073,13,31076,,,,,
28836,13,31082,,,,,
34297,13,31089,,,,,
37375,13,31093,,,,,
18143,13,31901,,,,,
37917,13,31555,,,,,
52058,13,31558,,,,,
39152,13,31565,,,,,
